review_id,user_id,business_id,stars_review,useful,funny,cool,text,date,name,city,state,stars_business,review_count,categories,review_count_user,average_stars,fans
-uFd1DRdZaVuG42aSqmAhw,yP3U472W13-7NWPVd6t3ZA,f82dhKNiUXsDVPMLqKYiIQ,4.0,0,0,0,"Good stuff! It was a weird experience because they seemed to take a long time taking or order, but the food came really fast so that's fine. We had the chicken curry and one of the masalas. Excellent!",2016-04-01 23:32:30,Sher-e-Punjab,Tucson,AZ,4.0,446,"Restaurants, Salad, Pakistani, Indian, Cocktail Bars, Food, Food Delivery Services, Soup, Halal, Bars, Nightlife",257,4.21,17
XEi5vDHVWCtCyfydeRq5bg,sZuFDO2flSI_On9xjnBrVg,K1r1fGmCbrmC_V6Aj22Zew,4.0,5,4,6,I recently found out this place was right next to where I live so I had to try it. First impression: it has a cute out door area with heaters which is nice since it's chilly outside in the mornings. The inside is cozy and it kinda reminds me of a grandmas house. Me and my husband ordered iced lattes and a apple turnover to share. I didn't like the iced latte because it lacked sweetener and sugar packets don't do the trick with iced drinks. The apple turnover was good. We also ordered chorizo burritos and they were pretty good too. I got mine with a side of potatoes and my husband got a side of fruit. Overall it was a nice experience (:,2015-10-25 18:47:32,Village Bakehouse,Tucson,AZ,4.0,296,"Bakeries, Restaurants, Food, Breakfast & Brunch, Sandwiches",40,3.92,3
vMH-jZgtdlGjGtXRDAn89g,DqR6mDQfktyW4h4IlG9hCQ,K1r1fGmCbrmC_V6Aj22Zew,3.0,1,0,0,This place serves American style breakfast. Do not expect patisserie here. Their cinnamon roles are very large and covered in icing. It's a sugar coma waiting to happen. The cheese/cherry danish was quite good. The coffee was mediocre and took a while to prepare. Avoid during rush breakfast hours on the weekend.,2014-10-29 03:17:52,Village Bakehouse,Tucson,AZ,4.0,296,"Bakeries, Restaurants, Food, Breakfast & Brunch, Sandwiches",84,3.52,3
fVtetLl2a6yL_mSAkiLyAw,6lVQDNaQRpSoiJz-sr8q5g,ygS0u9G_VUeV0nF-iVDRQg,5.0,2,0,0,Very friendly staff and the food was great. Husband had a omelet that was huge. I had the gyro and fries. We will definitely be back.,2018-04-29 16:16:07,Old Times Kafe,Tucson,AZ,4.0,76,"Breakfast & Brunch, Restaurants, Diners, American (Traditional)",42,4.09,1
8caNEMr-b4A7XngADdrTjA,MmTxP-62X0pSmBbpgv1bIw,B10mqANgHvL8gBteo1UhAA,5.0,0,1,0,"Beautiful setting, good service and delicious food!  I ordered cheese pizza and salad with homemade Italian dressing.  In fact, this salad dressing is so delicious, I purchased some extra to take home with me!  I look forward to visiting Caruso's again to enjoy salad and pizza.",2017-11-08 21:16:15,Caruso's,Tucson,AZ,3.5,381,"Restaurants, Italian, Pizza",114,3.71,4
1PSDIkogD35yikfMnQaTbw,OB6799oy9wgup38YD164ng,UCMSWPqzXjd7QHq7v8PJjQ,5.0,1,0,0,"The WOW factor is here!!!!   A gem in the valley,  causal decor, love the recycled wood pallets, pastry is awesome, cheddar biscuit n duck gravy...wow!  coffee is one of the BEST in Tucson.  Service also a WOW!   One of the owners, Nathan,visits tables and asks about your dining experience, a very good touch!   Diffidently a 20% + tip here.  Restrooms clean, service staff most helpful and quick! Try it, you won't be disappointed, since I don't give out many 5 star reviews.",2014-12-01 17:56:34,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",365,2.96,3
YYh2HSSP2QckJkTRSZJgfQ,KE429z8SymByrMVk9_OK0Q,UCMSWPqzXjd7QHq7v8PJjQ,5.0,0,0,0,"I almost don't want to write a review, I'm afraid it'll get too busy! Speaking of, it can...so get there early. 
Great food, great drinks, great menu, great staff...They've got it down. I'll be here everytime I'm in town.",2014-12-03 23:16:11,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",55,3.43,1
pPwyoEMDEQ5U9koJ8bF9Dg,PAc93PtEbYDtytBQ9Dyjug,RhuYqAT45uIR2NNdDsolXQ,3.0,1,0,1,"I loved  visiting this west part of Tucson, near its birthplace. And I loved the colorful building of St. Mary's. The gentleman who took our orders was very polite and the food arrived quickly. 

Concrete floors, simple tables, food served in styrofoam containers with plastic forks. Basically grab it and serve yourself. No choices of salsas, which I missed.

The green tamale I ordered  came with the usual tasting rice and beans and a delicious tortilla. The tamale, sadly, was uninspired and cold. (El Parador, Tucson Tamale Co. and Poca Cosa still are the best for corn tamales IMHO).

My partner had the bean burrito veggie style and pronounced it ""quite good."" That's all: ""quite good."" hmmm.

I'm glad we ate here and I would certainly try them again if we're in that part of the Old Pueblo but I was less than amazed at the experience.",2010-10-11 23:46:07,St Mary's Mexican Food,Tucson,AZ,4.0,207,"Restaurants, Mexican",442,4.08,28
MKBnHvK17KdOKLsQ1hsHpQ,Rm_akxURttGLEFLA4wtMqQ,UCMSWPqzXjd7QHq7v8PJjQ,2.0,0,0,0,"Was not impressed for such a long wait for food that was seasoned way off for breakfast food and for a bread place the muffins where dry. Might try again but not going out of my way. Some staff was rude and acted bothered to even fill the coffee, others where extremely nice and helpful.",2017-11-08 23:40:54,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",12,4.38,0
oprgtgeftrXoOYj0C_KR7g,9CVSoGwuGNFFTOMzOk60dA,B10mqANgHvL8gBteo1UhAA,3.0,0,0,0,"Some friends and I stopped in here for dinner after hopping the bars down 4th street all day. The food was okay and the prices are pretty decent, but it wasn't something to rave about. The service was pretty slow as well. It's a nice little spot if you're feeling some quick cheap Italian food, but it's not the best I've had.",2013-03-20 17:49:48,Caruso's,Tucson,AZ,3.5,381,"Restaurants, Italian, Pizza",66,3.99,0
9Va4rl5_Mo7fIsTaAXCn1g,y2wgHq6EIPzSHq8OR3T0rw,3StNEgKAwpCFR1q0urmJrw,4.0,0,0,0,"Super long line, friendly service, good Ramen ............................",2018-02-12 01:22:49,Raijin Ramen,Tucson,AZ,4.0,594,"Noodles, Japanese, Diners, Restaurants, Ramen",10,4.6,0
FeQTzcHEq9mrZdAI8MLDcA,c43mtN-I7Bv-QREpTkz3XQ,UCMSWPqzXjd7QHq7v8PJjQ,5.0,1,0,0,"I have been dying to go here since I learned of its existence. My son and I popped in one  Sunday morning before church. I knew we wouldn't have time to sit down, but wanted to grab some pastries to go. The doughsaunt was to die for! My son selected the chocolate raspberry croissant and that too was delicious. There were quite a few people there waiting for a table, so when I go back for a sit down I will plan on a wait. The place is adorable and the employees we interacted with were polite. Can't wait to go back!!!",2014-03-16 20:19:31,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",74,3.71,0
SgxNgX_5ohNbvuhCSSDTMQ,q_5H1-95yVHwVpsQx9HXxw,UCMSWPqzXjd7QHq7v8PJjQ,5.0,1,0,1,"Just a great place for a casual breakfast.  Wait staff is nice and attentive and the food is just delicious.  A lot of traditional breakfast foods that are just done right.  Perfect eggs, excellent bacon and delicious pancakes.  I haven't had a breakfast this good since I moved from San Francisco.  Highly recommend and looking forward to returning.",2015-05-15 05:18:07,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",142,2.57,4
Yk4bFe8jOAk5YOBRhmXfDQ,WPrkM0shvdPu-aZ7SStQBw,a0_wSrpAqg_eHnNej273Sw,5.0,0,0,0,Wonderful find! Fantastic spinach salad and although a half is not on the menu- they added a half spinach alas to my meal !,2017-09-23 02:31:12,Gusto Osteria,Tucson,AZ,4.0,138,"Restaurants, Italian",3,5.0,0
Rpf8uSiaMhxXGSqF6uMFLw,Km0y0xsh3V2ATNoZd4jb7A,UCMSWPqzXjd7QHq7v8PJjQ,5.0,0,0,0,"Atmosphere - 5 Stars
Very clean environment with simple, yet elegant historic pieces. Very laid back staff. 

Food - 5 Stars
I had the Steak and Egg Sandwich. It was an interesting list of ingredients that all complimented each other well. Arugula folded eggs with jalapeño jam, shaved tri tip all on a cheesy croissant with a side of potatoes. I also had the pumpkin cronought (croissant crossed with a doughnut). 

Drinks - 5 Stars
I had a Maya Tea (Green Sencha Rose) from the beloved local tea favorite Maya Tea Company while my wife enjoyed the exceptional EXO roasters drip coffee. For a drip coffee, it was great!

Price - 4 Stars
It was very fairly priced with exception to the doughnut. $4 is a little stiff for a pastry.",2015-11-21 20:44:38,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",14,3.8,0
8aTZtEM4y2GKf1igOS9XXA,OBYpEhSeBNmSRluyUcUCUw,V9XlikTxq0My4gE8LULsjw,2.0,6,0,0,"This used to be one of my favorite restaurant chains to eat at. The last three experiences left something to be desired.  The first of the three, the manager decided to hold a meeting with the wait staff and left us sitting for 25 minutes waiting for our waitress to take our order. She was so upset and flustered by the time the manager released her to do her job.  The second and third time, there were problems with the food.  The sticky toffee dessert had PAPER still on it.  The skinny fries were so hard they were inedible and would break.  I think they have cut costs recently and it hasn't done the restaurant any favors. I don't think I'll be back.",2014-03-18 21:51:51,Claim Jumper Steakhouse & Bar,Tucson,AZ,2.5,325,"Restaurants, Nightlife, Seafood, Steakhouses, American (Traditional), Bars",68,4.35,2
Tg8d9j3qcjtJVExUWkDxFg,1rhj1GHzmyuDGkywK571Jw,xwKYBPO0ByGlkvNcr8FdqQ,5.0,1,0,0,LOVE le rendezvous! Such a great little gem in Tucson. Best escargot around! Also! They have EXCELLENT beef Wellington. My favorite.,2014-01-01 18:00:37,Le Rendez-vous,Tucson,AZ,4.0,223,"Restaurants, French, Tapas/Small Plates",27,4.74,1
y4qHadCQXIy9Lqr8bVo8cQ,MPlBwQYOFEBSY7gBaY5PkQ,rViAhfKLKmwbhTKROM9m0w,5.0,1,0,0,"Finally a casino in Arizona that appreciates Blackjack players!!! 

With a Player's Club that is second to none, there is, in my opinion, no other hotel/casino combo in Arizona that can match Casino del Sol.  

The property itself is beautiful.  The hotel lobby is a welcome retreat from the casino floor.  Guest rooms are spacious and well-appointed.

I rarely play slots but from I could see walking around, they seem to have better than average payouts.

I love Blackjack and if you're willing to bet at the higher limit tables ($25 minimum) you will be rewarded with 3-deck shoes; which narrows the casino edge.

Restaurants are good.  I like Abuelita's (quick & tasty Mexican options.  Festa Buffet is great option.  Ume was decent as well.

Even though I live in Phoenix, I'd rather make the drive to Tucson and play in a casino that appreciates and rewards me for my play.",2017-07-09 19:14:04,Casino Del Sol,Tucson,AZ,3.0,298,"Arts & Entertainment, Hotels & Travel, Casinos, Diners, Restaurants, Mexican, Resorts",20,2.78,0
1VnV7o-C5EBQpsU1qdAs2g,nV5ugqwzhfGU66oYEvOHqA,GlYN-RJyL_YwxIqsSDo1ag,1.0,2,0,0,"My best friend & I went to Mother Hubbard's for a bite. I got 2 eggs, shredded potatoes & toast. Well potatoes had funny taste, used old grease, uck! Toast had old grease, put on grill, I'm sure. Bread wasn't even brown! I received bill, told our server(man) about potatoes & toast, he had a disgusted look said it's free because you dontlike it! I said I was telling you to make it better. Bill was about $12.00. I gave him $10.00. Will never go there again.",2017-08-30 18:59:04,Mother Hubbard's Café,Tucson,AZ,3.5,250,"Diners, American (Traditional), Restaurants, Breakfast & Brunch, American (New), Waffles, Cafes",3,2.33,0
1RYaBUK9ipJK42Pgu8bcVQ,9Ms5wpxVloadWFvDbb77kg,UCMSWPqzXjd7QHq7v8PJjQ,5.0,5,4,4,"What a fabulous, cool place!!  Yelp reviews were spot on!  If you are in the mood for brunch type food, you have to try this place.  It has an eclectic vibe to decor and menu.  

I highly recommend the Thai Fighter cocktail...if you like the combo of sweet & a hint of spice.  The table next to us had the make it yourself mimosas and they looked good enough to try next time!  The grilled cheese looked fab, as did the Monte Christo but I opted for the pork belly breakfast sandwich.  It was beyond fantastic.  Their version of hash browns is small, chopped potatoes with onion and red peppers sautéed.  

They have a great outside patio, which is dog friendly!  There service is attentive and the wait staff was helpful in answering questions about the menu.  This will be a repeat place for food, for sure!!!",2016-02-01 00:53:21,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",321,3.93,47
-7hr5UjXoJrzPOJBStrgwA,tAXKABo6RMOOXhT_yrAivQ,UCMSWPqzXjd7QHq7v8PJjQ,5.0,0,0,0,"After seeing such rave reviews, I admit I didn't believe the hype. BOY WAS I MISTAKEN! This place is a gem! We had the pork belly sandwich and lemon poppy french toast -- both delicious! Very reasonably priced too! If you are in Tucson, check this spot out...you won't be disappointed.",2015-09-12 05:25:41,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",50,3.59,0
72TtgPEGQ_Qr9U-g1kfJlw,ZhN_A_uuUFYaKiRZRcfQCw,3StNEgKAwpCFR1q0urmJrw,2.0,0,0,0,"Ramen is good. It's expensive, $11-$14 a bowl. Tucson tends to be more expensive, but I'm from LA and I'm used to $6-9 a bowl. 
Service is eh. Waiting system is stupid you have to wait in line, not just write a name down. Super fun in the Tucson heat. There are also signs all around insisting that the waiting system isn't stupid. Which makes it feel even more so. I've eaten here several times, and getting a check is very hard as well. Every single time. So is getting change for your check. The waiting system would make more sense if they had quicker service, but considering I usually wait for my check about 10 minutes after I finish eating, they should let you write you name and sit around the corner. I hope they listen to the feedback insisting that the customers are wrong. The customers will keep you open! If there's a wait, I always leave. If there's no wait I consider eating here.",2018-04-07 19:40:47,Raijin Ramen,Tucson,AZ,4.0,594,"Noodles, Japanese, Diners, Restaurants, Ramen",23,1.92,1
rHyx_G5iwULZ89JIfL_1zw,pOqufeAdANcTpKCkohR5Bw,UCMSWPqzXjd7QHq7v8PJjQ,5.0,1,1,1,"This is my favorite breakfast spot in Tucson! Expect to probably wait for a table, but worth every minute! My favorite is the Beni or the Steak & Egg Sandwich. Everything is amazing!",2017-12-31 23:34:08,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",6,4.83,0
133QU4LguPQf7OhY8Fi61g,U13tLFucJNz1fNv_Xgdj0g,3StNEgKAwpCFR1q0urmJrw,4.0,2,0,2,"After driving by and seeing the line out the door the last week and a half or so, I figured it was time to try Raijin Ramen out. Finding a solid ramen option in town has been a bit of a challenge (aka I didn't previously have my spot yet). I ordered the red chile spicy ramen and it hit the spot (if I ever come back, I will surely order this). The egg was half-boiled (a good sign), and the broth was really flavorful.

Our particular server was friendly and accommodating, although when I initially called with a question, the manager (presumably) literally told me ""I'm kind of busy right now, soooo..."" Yikes. Not the best customer service on that end, but the server made up for honestly a bit of a rude exchange. The quality of the ramen itself is what earns this review--glad this place is here in Tucson.",2018-02-14 16:41:04,Raijin Ramen,Tucson,AZ,4.0,594,"Noodles, Japanese, Diners, Restaurants, Ramen",2225,4.23,75
HA9MtIuL5yqBTv0qmDUXlw,Nu7pfLwbUXvwHdsXJw53cA,Yaqg1BsxEH3iuunV4mZXNQ,1.0,4,0,0,"OThis place has completely gone down the tubes! First impression.... walked into a DISGUSTING stench of old dirty musky carpets! OMG! This carpet hasn't been cleaned in years! Stains cover the once colorful floors. Dirt and grime on every wall, entry way and door! 

We ordered 2 large pizzas, buffalo chicken breadsticks and 5 sodas... $78 WITH COUPONS! Holy crud! We could've got a feast at Peter Piper Pizza! Oh and the pizza.....it's awful! Frozen pizza blows this place out of the water! I'm waiting for my dad to regurgitate his salad from the salad bar. It's definitely been sitting out all day, all the toppings are mixed together and everything is shriveled up and dried out. 

This location is building a new location directly across the street. I really hope that it will come with a new manager and new cleaning crew! What a terrible experience for my daughter on her birthday! 

The only good thing about this place is the staff!  They take pride in their work. VERY friendly and upbeat!",2014-07-30 15:26:56,Chuck E. Cheese,Tucson,AZ,3.0,57,"Pizza, Arcades, American (Traditional), Arts & Entertainment, Restaurants, Indoor Playcentre, Active Life",30,2.53,0
Brqosx7jLajMHm8bR1F3Sg,wvbHhotj3PLTuTbHWnMOYg,5YsyW95SpCiLhpYYuZ3GBQ,3.0,1,0,0,"Been wanting to try burgerrito for a while now. The concept is clever burger patties in a burrito, taco salad, sandwich, etc.  Let me start by saying the amount of love and attention that they put into the hatch green chile sauce and their cajun sauce is noticeable and makes these sauces stellar. 
     Now the problem is that they don't pay as much love and attention to the other parts of the whole. I ordered a taco salad which comes with the green chile sauce, diced hamburger patty (beef or turkey), chopped tomato, chopped onion, all on top of a bed of lettuce and surrounded with tortilla chips. I had two problems with this dish: 
1. The hamburger was diced and not ground.
2. The hamburger was a frozen patty.
        I really feel like this food truck has potential to be outstanding if only they put the same amount of love into all items of each dish as they do their sauces. I would really like to see them make fresh or fresh frozen hamburger patties in the future maybe add some diced onion and hatch green chile's to the hamburger patty.",2014-07-17 03:28:16,Burgerrito,Tucson,AZ,3.5,34,"Food, Restaurants, Mexican, Food Trucks",17,3.72,0
w3TXijmNLBLWH1jfSFcU2A,n2kbAfwDm1uULj2DcKfmMQ,jmwasbZfgj3honf79qKsnA,5.0,2,0,2,MY GOODNESS this place is amazing! Every time I go it's always so great. Always consistence with the flavor & serving amount. My favorite are the shredded beef tacos. They are always so full of flavor and great with the Gringo Style condiments. Their salsa bar suits anybody's taste buds. It's like a Subway and Chipotle assembly. The workers there are just as great and welcoming. Their bar contains yummy adult beverages. It will always be a place I will go for as long as it is open!,2017-05-15 20:45:10,Street- Taco and Beer Co.,Tucson,AZ,4.5,805,"Mexican, Bars, Restaurants, Nightlife",28,4.5,4
B9WwxZ_cv2IUrGrJ8BYoNA,T7J2oXDAgorZ8pici5Y3fg,UCMSWPqzXjd7QHq7v8PJjQ,5.0,0,0,0,"My favorite brunch spot in Tucson! The service is attentive and the food is very good. My favorite is the egg and chile relleno made with mole sauce sourced from Native Seeds/SEARCH next door. It's only available on weekends, however.

I've also had their omelettes du jour; biscuits with duck fat gravy; and pastries. The best part, of course, is their signature mimosas and bloody mary's. 

If you go on the weekend, be prepared to wait. But they have water and coffee available to make the time pass a little faster. Or visit their East side location on Grant near Tanque Verde. I've never had to wait at that location and the food and service are just as good.",2017-01-04 19:13:04,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",7,2.71,0
X9bBQcrogKIKIZQ4-JYzyQ,14lRtON4giDrSaaY2jUIfQ,cXAKeC-EgVChIxhS7fscmw,4.0,3,1,1,"I have heard so much about breakfast at Ghini's but not much on Tapas Tuesdays (yes, I know tapas is Spanish not French but ,whatever, just go with it), so I am here to talk about the wonderfulness that is Ghini's aperitifs.  Hubby and I LOVE appetizers, so a night like this was created for us.

I really only need one word to review my experience: YUM!  We were joined by another friend and, between the 3 of us, sampled pretty much the entire menu (except the soups; bread & oil; blackened salmon salad; and the mussels).  

I don't even know where to start because EVERYTHING was so delicious. The hot dishes were brought directly from the broiler, so they were warm and toasty.  The cold dishes were just that - cold.  Nothing was even remotely the wrong temperature.  Everything was so full of flavor.  But none of the flavors were overwhelming or excessive - each flavor was in just the right proportion to make a well rounded dish.  I have never tried pate before but if all pate is this good, I have a new favorite food.

My only complaint would be the portion size of some of the dishes.  The Mushroom, Basil & Brie Bruschetta consisted of only 2 slices of baguette w/ the toppings and we did run out of crostini for the Spinach-Artichoke dip (which they quickly rectified by bringing us more).  It did help, though, that many of the dishes were served with a side of greens - which were topped with a light vinaigrette and just as delicious as the main part of each dish.",2011-01-12 04:39:14,Ghini's French Caffe,Tucson,AZ,3.5,427,"Restaurants, Food, Breakfast & Brunch, Sandwiches, French, Bakeries, Salad",9,4.11,1
mGP_McR1LZt5G65UA8WD9g,fv9pGd0mDPPvfUcSyaMD1w,Lzq-mUgmdLz8mVpb3gGarA,1.0,0,4,0,"First time there, unbelievably disappointed. We tried their ""Suicide"" wings and they do NOT live up to their name. Suicide flavor tastes like straight red chile powder... Nothing more.
To make it worse, they charged us one dollar extra for this flavor and no where on their menu board with pricing does it say  you will have to pay that. 
Buffalo Bell you really need to give me my dollar back. Completely disappointed and dissatisfied.

Second big let down is the fact they do not offer lemon pepper. If i could give less than one star I would.",2016-08-14 21:30:32,Buffalo Bell,Tucson,AZ,4.0,53,"Chicken Wings, Burgers, Restaurants, American (Traditional)",9,4.0,0
qLHgRGpjbqUvoh__jlL71g,KG_fvzN3SEMrV-ZqpKwWbQ,Wd9JBLjCCh5yTF0vPAxCAA,5.0,0,0,0,"Came with my sister after a day spent at San Xavier Mission. We were greeted as we walked in the door, our waitress was very sweet and friendly. My sister says ""the soup was so good and I like how they put the water pitcher on your table"". I had two tacos and I would get them again. Very good.",2018-06-21 19:08:20,El Merendero,Tucson,AZ,4.0,202,"Mexican, Restaurants",130,4.76,2
NV4G7GOHwMtN7abmtmzkIg,IM64g_ho-BpEHr4JS06quA,GlYN-RJyL_YwxIqsSDo1ag,3.0,1,0,0,"Our food was good but kitchen time was very slow. We tried calabacitas scramble, hamburger, and an eggs/sausage (cajun) plate. Cajun sausage was quite good with some kick. Eggs were fine along with potatoes and toast. Burger was good, as were refried beans. Other items were average.

The most notable thing about our 12:45 Sunday brunch was the cooking time, about 20 minutes. This seemed to be a factor of one cook doing all cooking with occasional waffle help from a server. 

I think the summary is: walk in, count the patrons, look into the kitchen. If two people are working the griddle or teaming up, or if there are fewer than 10-12 customers, sit down. If not, head elsewhere. There are plenty of good breakfasts in Tucson at similar or better prices and without long cooking delays.",2016-04-24 20:42:15,Mother Hubbard's Café,Tucson,AZ,3.5,250,"Diners, American (Traditional), Restaurants, Breakfast & Brunch, American (New), Waffles, Cafes",79,3.82,4
N-HqfylVzsSw5o5QPkbRhw,FDCW7urJSlMPt1iyFABoEg,f44pSEoqD2vgoOpnp5jUZw,5.0,2,1,1,"ahhh, I love this place(: I crave it as I write this review. I love love love their hot & sour soup, Hawaiian bbq chicken, stir fry & sushi!  mmmm, idk what was going on with those other reviews, but the food is great. the servers don't speak English, but it's a buffet so you don't need them anyway! who cares, I just love getting down on this place it's soooo good. :)",2011-12-05 23:16:09,New Town Buffet,Tucson,AZ,3.0,89,"Buffets, Restaurants",19,3.05,1
eQVlZm-I_lWmXTIeXO_yiw,I_lVdBoh9qfmFEuNEaT0Lg,avcOkMsnFse9D-DpIimYkA,1.0,2,0,0,"I use to love this restaurant. It's close by to my house, has decent food and modest prices. But honestly these last two times I've visited I've come home to an upset stomach. Food tastes great so I'm guessing it's what in the food that's getting me sick? Staff are ok. Seem friendly and over worked. I won't be going back anytime soon. I'm not really a fan of running to the bathroom for 5 hours straight.",2016-04-01 23:22:18,U-Like Asian Buffet,Tucson,AZ,2.5,98,"Asian Fusion, Buffets, Restaurants",3,3.67,0
RRr7A4kH6YfAMWGu-wExlQ,iOzg1kdwSmwo2mNAp3j2wA,UCMSWPqzXjd7QHq7v8PJjQ,4.0,0,0,0,"I loved the food and drinks. I've had several dishes including their eggs Beni and duck confit. Both awesome. The misses however didn't like her donut, and the seating is uncomfortable noisy and a little to hipster for me. But overall, one of my favorite breakfast stops for Tucson. Be prepared to wait a while for a seat.",2016-07-06 18:33:14,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",22,4.5,0
qlyH6bvOJpat11z-ZdUfnQ,ycLnoNymhFYqc5bZOdffFw,K1r1fGmCbrmC_V6Aj22Zew,4.0,1,1,1,"In the mood for a pastry this morning so I had to stop by. The selection of baked goods is varied and delicious! I ordered the baked cherry fritter and an iced cappuccino. I have to say, it was way better than Starbucks (and better priced). I came here a few months ago and tried the heart healthy orange cookies and the Linzer cookies, they did not disappoint. Everything is fresh, the staff is nice and I prefer to frequent local establishments.",2015-07-05 22:17:07,Village Bakehouse,Tucson,AZ,4.0,296,"Bakeries, Restaurants, Food, Breakfast & Brunch, Sandwiches",60,3.97,9
6ZqOWBp4fAWTFcZKL8V6Rg,fo8x5c1IX46F0JeCVnFaQQ,UCMSWPqzXjd7QHq7v8PJjQ,3.0,1,0,0,"Very nice decor, super friendly service, but the food was sadly underwhelming. My monte cristo was soggy because of how buttery the bread was. I wished it was a tad crispier/toasted. The ham in it was delicious, the strawberry jam was divine. I'll come back for sure for more pastries next time!",2017-06-30 00:41:42,Prep & Pastry,Tucson,AZ,4.5,2126,"Restaurants, Cocktail Bars, Bars, Comfort Food, American (New), Sandwiches, Nightlife, Breakfast & Brunch",77,4.06,2
1DMGB3PBtXKpnEQNQONmYQ,zxdgI8d0g6cX4mAl5_ALFA,K1r1fGmCbrmC_V6Aj22Zew,3.0,1,0,0,Yummy baked goods and special order pies and cakes.  Pastry and cookies are slightly overpriced compared to Beyond Bread but less expensive than Frog.  They serve breakfast & lunch and it's a nice place to enjoy a tea and baked good especially if the weather is nice enough to sit outside.,2011-12-08 20:13:26,Village Bakehouse,Tucson,AZ,4.0,296,"Bakeries, Restaurants, Food, Breakfast & Brunch, Sandwiches",11,1.82,0
2DOA8CjKPi2J77BGvU8VEg,7e-q7uSHfpNk47jw1r17Tw,B10mqANgHvL8gBteo1UhAA,4.0,0,0,0,$25 medium pizza that took 35 minutes to get to the table? Sure why not. It was fucking delicious. Piping hot and garlicky!,2016-10-15 23:03:16,Caruso's,Tucson,AZ,3.5,381,"Restaurants, Italian, Pizza",92,2.3,3
wJT9peqWpAmFC-ldecs3UQ,reffLn2JMBVU_OVpbrHLCw,lEOxwatxwXaCi8lPUTFKRQ,5.0,0,0,0,Awesome tacos just like home. 15 for $15.00. Try a frybread with sugar for desert. Thanks I'll be back!!!!,2015-08-22 02:31:31,Indian Frybread-Manna From Heaven,Tucson,AZ,4.5,84,"Restaurants, Mexican, American (Traditional), Indian, Food",40,3.71,1
Zn6sAHAoTX0OM25MtLhpGQ,t04tkF9rC7rVQc1Htezs_A,xHdekRjTK93GR2AgtvrtgQ,5.0,0,0,0,"Great spot for appetizers and beer, over 30 beers on tap. The newest menu items, Rueben and Patty Melt, were awesome. The dry rub ribs were tasty and spices were delicious without burn. Wednesday is live music night so check it out.",2018-04-16 23:50:16,Growler's Taphouse,Tucson,AZ,3.5,149,"Beer, Wine & Spirits, Restaurants, Bars, Sports Bars, American (New), Food, Beer Bar, Music Venues, Nightlife, Arts & Entertainment",34,4.37,0
8wyRKon6f4GbJavUiyN2EQ,ZCd8JIPT6bovm9-L3ZH1aQ,bXjnfT69E8DJinX-ifOofA,4.0,0,0,0,"My boyfriend ordered wings to go for us for the first time and they were delicious he also ordered us chicken tenders and fries. The mild Wings were finger lickin good, great sauce and the chicken tenders were delicious, fried and battered to perfection. Giving wings over Broadway 4 stars for their fries, they were big and hot but lacking some seasoning, they were a little bland and I was hoping they would be a little more tasty!",2015-08-09 15:59:27,Wings Over Broadway,Tucson,AZ,3.5,302,"Chicken Wings, Restaurants, Sandwiches, Burgers",155,4.08,6
qsMfzbE802rM4AzepTZwSA,dyzD30vOTvuqCS_DylcYiw,w5DsFKVqKcKXm509vjinqw,5.0,0,0,0,"I enjoyed my meal with the excellent customer service and a terrific attitude from Adrianna, I would definitely come back and have her as our server. Thank you so much!",2015-09-12 17:21:52,Jerry Bobs,Tucson,AZ,2.5,37,"Restaurants, American (New)",1,5.0,0
